Chinese Name,English Name,Address,Latitude,Longitude,Main Products,Registered Capital (RMB),Opening Year
日照正源化工机械制造有限公司,,山东省日照市经济技术开发区上海路与兰州路交汇处西800米路北,,,,50000000,2017
山东迪孚石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,770000000,2016
日照市博景石油化工有限公司,,山东省日照市东港区石臼街道北京路266号,,,,50000000,2018
山东腾邦石油化工有限公司,,山东省日照市经济开发区秦皇岛路18号地质科技大厦1105室,,,,50000000,2017
山东楚恒石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,50000000,2017
山东东隆石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处国际财富中心36层,,,,60000000,2017
山东桂达石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处国际财富中心36层,,,,50000000,2017
日照中科晓源化工有限公司,,山东省日照市东港区海滨五路东、黄海二路北海洋国际2006室,,,,50000000,2016
山东罗瑞石油化工有限公司,,山东省日照市东港区北京南路252号蓝天国贸大厦10层1002室,,,,50000000,2017
山东卓昊石油化工有限公司,,山东省日照市东港区山海路388号清大华创科技大厦三楼,,,,90000000,2017
日照博亚石油化工有限公司,,山东省日照市东港区黄海一路南北京路东252号蓝天世贸大厦23层,,,,100000000,2016
山东鲁齐石油化工运销有限公司,,山东省日照市日照港,,,,53000000,1997
日照乐晖石油化工有限公司,,山东省日照市东港区香河街道高新六路创业中心1号楼,,,,50000000,2016
日照昊晟石油化工有限公司,,山东省日照市东港区海曲东路396号日照国际财富中心,,,,200000000,2017
山东丰旺石油化工有限公司,,山东省日照市东港区山海路388号清大华创科技大厦3楼,,,,120000000,2017
山东国韵石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,120000000,2017
日照禹龙石油化工有限公司,,日照市岚山港区内东侧,,,,50000000,2008
山东清雅石油化工有限公司,,山东省日照市东港区烟台路西侧(行政服务大楼)001幢0单元617号,,,,100800000,2017
日照浦荣石油化工有限公司,,山东省日照市东港区天津路祥博社区沿街,,,,,2015
山东荣年石油化工有限公司,,山东省日照市东港区烟台路丽城花园西沿街北首,,,,100000000,2018
山东天智石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,100000000,2018
山东鲁耀石油化工有限公司,,山东省日照市东港区黄海一路南北京路东252号蓝天世贸大厦23层,,,,80000000,2016
山东鑫汇石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处国际财富中心36层,,,,50000000,2017
山东大丰利化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,70000000,2017
山东坤储石油化工有限公司,,山东省日照市经济开发区秦皇岛路18号地质科技大厦1105室,,,,50000000,2017
山东陆合石油化工有限公司,,山东省日照市经济开发区秦皇岛路18号地质科技大厦1105室,,,,50000000,2017
山东中雄石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,80000000,2017
山东乾坤泰鑫石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,100000000,2017
日照皓顺石油化工有限公司,,山东省日照市东港区涛雒镇钢铁配套产业园北片区中盛工业园,,,,60000000,2018
山东栋青石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,100000000,2017
日照薇澄石油化工有限公司,,山东省日照山海天旅游度假区太公岛一路北董家滩社区商业沿街3号楼601室,,,,50000000,2017
日照市博聚德成化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,50000000,2018
山东泽臻石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,50000000,2017
山东治能石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处国际财富中心36层,,,,100000000,2017
山东政增石油化工有限公司,,山东省日照市东港区北京南路252号蓝天国贸大厦10层1002室,,,,100000000,2017
山东国隆泰石油化工有限公司,,山东省日照市东港区山海路388号清大华创科技大厦三楼,,,,60000000,2017
山东嘉虎石油化工有限公司,,山东省日照市东港区北京南路252号蓝天国贸大厦10层1002室,,,,83000000,2017
山东汇亮石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,50000000,2017
山东坤少石油化工有限公司,,山东省日照市东港区海曲东路与绿洲路交汇处国际财富中心36层,,,,100000000,2017
山东腾胜精细化工有限公司,,山东省日照市莒县经济开发区莒安路以东,,,,126000000,2012
山东中昌锦石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,50000000,2018
日照恒泰达石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,50000000,2017
山东中笑石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,120000000,2017
山东中油能源石油化工有限公司,,山东省日照市岚山区玉泉二路99号,,,,50000000,2017
日照万斛石油化工有限公司,,山东省日照市东港区山东路1000号3507室,,,,100000000,2016
山东圣翔腾石油化工有限公司,,山东省日照市东港区北京路东252号蓝天世贸大厦23层,,,,60000000,2016
山东庆河利石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,100000000,2018
中聚化工产品交易中心有限公司,,山东省日照市东港区烟台路西侧(行政服务大楼)001幢0单元617号,,,,50000000,2017
山东素米石油化工有限公司,,山东省日照市东港区潍坊路126号富阳小区沿街D段,,,,180000000,2017
山东北纳石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,80000000,2017
山东峥篆石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,70000000,2017
山东云锦石油化工有限公司,,山东省日照市岚山区玉泉二路99号,,,,80000000,2017
山东泰齐石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处日照国际财富中心36层,,,,178900000,2017
山东星实凯润石油化工有限公司,,山东省日照市东港区海曲东路与绿舟路交汇处,,,,100000000,2017
山东易客益石油化工有限公司,,山东省日照市经济开发区秦皇岛路18号地质科技大厦1105室,,,,50000000,2017
山东同周三成石油化工有限公司,,山东省日照市东港区北京路东蓝天世贸大厦1802室,,,,150000000,2017
山东融嘉石油化工有限公司,,山东省日照市东港区山海路388号清大华创科技大厦六楼,,,,50000000,2017
莱芜市欣达化工有限公司,,莱芜市莱城工业区汇金路东首,,,,12000000,2007
山东省莱芜市汶河化工有限公司,,莱芜市莱城工业区,,,,80000000,1999
山东固德化工有限公司,,莱城区北部工业园,,,,70000000,2004
山东莱钢环友化工能源有限公司,,莱芜市钢城区艾山办事处周家坡,,,,300000000,2006
山东鲁中化工有限公司,,莱城区凤城街道办北十里铺村,,,,15000000,2005
山东中良石油化工有限公司,,山东省莱芜市雪野旅游区雪野镇娘娘庙村,,,,20000000,2016
山东泰一化工有限公司,,莱芜市钢城区艾山办事处陶家岭工业园,,,,10000000,2007
莱芜众润石油化工有限公司,,"山东省莱芜市雪野旅游区大王庄镇孤山村村西,王槐路以北",,,,28600000,2014
莱芜市涌金化工有限公司,,莱芜市龙潭西大街168号,,,,10000000,2003
莱芜佳润化工有限公司,,莱城区凤城街道办事处董花园华安街20号,,,,5000000,2012
莱芜市金信化工有限公司,,莱城区高庄办事处大北冶村,,,,20000000,2008
莱芜市百盛化工有限公司,,莱芜市钢城区颜庄镇郭家台村,,,,20000000,2007
莱芜市恒利化工有限公司,,莱城区凤城西大街286号,,,,5000000,2000
莱芜市永恒化工有限公司,,莱城区高庄办事处关帝庙村,,,,10000000,2004
莱芜润圆石油化工有限公司,,山东省莱芜市莱城区大王庄镇顺天街村,,,,20000000,2014
莱芜圆泰石油化工有限公司,,山东省莱芜市雪野旅游区大王庄镇顺天街村西,,,,20500000,2016
莱芜诺亚化工有限公司,,山东省莱芜市莱城区凤城街道办事处姚家岭社区西端,,,,500000,2014
莱芜市新润滤材化工有限公司,,山东省莱芜高新区珠江大街11号4幢,,,,11000000,2001
莱芜市天宏化工有限公司,,山东省莱芜市高新区汶河大道南方商城A435,,,,11800000,2015
莱芜汇通化工有限公司,,山东省莱芜市莱城区汶源东大街金帝凯旋城B座611号,,,,12000000,2015
山东良田化工有限公司,,莱芜市莱城区汶阳东大街(孟花园沿街楼),,,,10000000,2017
莱芜市达安化工有限公司,,山东省莱芜市高新区鹏泉街道办事处汶阳村,,,,11000000,2016
山东莱芜美星化工有限公司,,山东莱芜市莱城区凤城街道办事处姚家岭村北,,,,3300000,2002
山东煜汇化工有限公司,,莱芜市莱城区口镇枣园村西,,,,3000000,2008
莱芜市恒正化工有限公司,,莱城区高庄街道办事处站里村,,,,10000000,2008
莱芜市恒通化工有限公司,,山东省莱芜市莱城区凤城街道办事处戴花园沿街楼,,,,500000,2007
莱芜市合兴化工有限公司,,山东省莱芜市莱城区长勺南路东关东大街4号,,,,10000000,2017
山东沃普森化工科技有限公司,,莱芜高新技术产业开发区长江大街以北96号,,,,10000000,2013
莱芜市万华化工有限公司,,莱芜高新区龙潭东大街125号,,,,500000,2011
莱芜信和化工有限公司,,山东省莱芜市莱城区加州步行街2044号,,,,9000000,2016
莱芜晖腾化工有限公司,,山东省莱芜高新区原山路15号,,,,5000000,2015
莱芜市阿尔法化工有限公司,,山东省莱芜市钢城区友谊大街78号,,,,7800000,2011
莱芜市环宇化工有限公司,,莱芜市莱城区高庄街道办事处对仙门村北,,,,5000000,2013
山东永盛化工有限公司,,山东省莱芜市莱城区北坦南路39号,,,,3000000,2018
莱芜市金岭化工有限公司,,钢城区颜庄镇颜庄村,,,,5000000,2007
莱芜市润中精细化工有限公司,,莱芜高新区凤凰路009号,,,,500000,2003
莱芜市凯托科技化工有限公司,,钢城区颜庄镇郭家台村,,,,5000000,2003
山东新起点化工有限公司,,莱芜经济开发区张家洼街道办事处沈家庄村教职工宿舍楼2号楼西三单元东户,,,,3000000,2018
莱芜赛福化工有限公司,,山东省莱芜农高区方下镇工业园,,,,2000000,2006
莱芜市明卓化工有限公司,,山东省莱芜高新区程故事社区18号,,,,3000000,2016
山东小动脉化工有限公司,,山东省莱芜市莱城区口镇王家楼村563号,,,,3000000,2018
山东宇奇化工有限公司,,莱芜经济开发区张家洼街道办事处银龙工业园,,,,5000000,2017
山东万盛化工有限公司,,莱城区花园北路6号,,,,3000000,2007
山东海鲎化工有限公司,,莱芜经济开发区张家洼街道办事处张家洼村村北,,,,4000000,2018
山东宏达化工有限公司,,山东省莱芜市钢城区汶水路行政服务大厅斜对面,,,,3000000,2018
山东莱芜恩达化工有限公司,,莱芜经济开发区张家洼街道办事处张家洼村鲁矿大道,,,,3000000,2017
莱芜汇吉化工有限公司,,山东省莱芜市钢城区艾山街道办事处逯家庄社区,,,,3000000,2017
莱芜海沛化工科技有限公司,,山东省莱芜高新区凤凰路009号,,,,1000000,2018
莱芜盛泽化工有限公司,,山东省莱芜市钢城区里辛街道办事处西田庄村,,,,1060000,2014
莱芜市鼎盛化工有限公司,,山东省莱芜市钢城区汶源街道黄庄三村,,,,5000000,2016
莱芜市苹果化工进出口有限公司,,莱芜市莱城区汶河大道西首舜和旺园沿街楼,,,,2000000,2018
莱芜市帝诺化工有限公司,,莱芜市莱城区高庄街道办事处安仙村,,,,2000000,2007
莱芜鲁昊化工有限公司,,莱芜市莱城区羊里镇贾家洼村村南,,,,500000,2013
莱芜天承化工有限公司,,莱芜市莱城区凤城街道办事处东方红社区康乐街北首,,,,5000000,2013
山东莱芜新悦化工有限公司,,莱芜经济开发区张家洼街道办事处张家洼新村,,,,3000000,2016
莱芜东盛化工有限公司,,莱城区和庄镇和庄村,,,,500000,2012
莱芜市林荣化工产品有限公司,,山东省莱芜市钢城区辛庄镇大徐家庄村,,,,3000000,2014
莱芜市浩硕化工有限公司,,山东省莱芜市莱城区凤城工业园,,,,1000000,2016
山东久禄化工有限公司,,山东省莱芜市钢城区艾山街道逯家庄社区,,,,3500000,2016
山东百诚化工有限公司,,山东省莱芜市莱城区苗山镇干桥村北,,,,3000000,2017
莱芜鑫瑞化工科技有限公司,,山东省莱芜市钢城区里辛街道办事处西田庄村,,,,500000,2017
莱芜百润化工有限公司,,山东省莱芜市莱城区汶源东大街金缔凯旋城沿街楼,,,,2000000,2014
莱芜市宝泉化工有限公司,,钢城区艾山办事处陶家岭村,,,,600000,2006
莱芜聚百欧化工有限公司,,莱城区鹏泉西大街(友谊路14号),,,,100000,2013
莱芜汉德化工材料有限公司,,莱城区口镇下水河村,,,,500000,2011
莱芜市恒欣化工有限公司,,莱芜市钢城区艾山街道办事处清泥沟村,,,,1000000,2013
莱芜新港石油化工有限公司,,钢城区钢都大街269号(洪沟社区沿街楼),,,,1000000,2013
莱芜德丰化工有限公司,,山东省莱芜市钢城区汶水路南首沿街楼三楼,,,,2600000,2017
莱芜市丰润化工有限公司,,莱城区凤城西大街349号,,,,500000,2013
莱芜市恒鼎化工有限公司,,莱芜市莱城区花园北路,,,,1500000,2014
莱芜市颜博化工有限公司,,山东省莱芜市莱城区孟花园村,,,,3000000,2014
莱芜市金丰化工有限公司,,莱芜高新区程故事社区,,,,500000,1999
莱芜市华星化工有限公司,,莱城区口镇山口村东南500米处,,,,1000000,2001
莱芜亚诺化工有限公司,,莱城区高庄工业园(沙王庄村以南),,,,500000,2001
山东凌云化工有限公司,,山东省莱芜市钢城区炼铁厂东临,,,,3000000,2014
莱芜市玉龙泉化工有限公司,,莱城区长勺北路北埠民营经济试验区,,,,500000,2007
莱芜市港东化工有限公司,,山东省莱芜市莱城区凤城街道办事处吕花园沿街楼,,,,1000000,2015
莱芜市明岳化工有限公司,,莱城区高庄工业园任家洼村东,,,,500000,2010
莱芜市立刚化工有限公司,,钢城区艾山办事处陶家岭村,,,,3000000,2007
莱芜市赢华化工有限公司,,钢城区黄庄镇黄庄三村,,,,1000000,2009
莱芜市汇泉化工有限公司,,钢城区颜庄镇民营经济园(老韩莱路北、潘西煤矿东),,,,2000000,2007
莱芜市鲁翔化工有限公司,,莱芜市鼎力化工集团院内,,,,500000,2002
莱芜市鸿宝化工有限公司,,莱城区和庄镇普通村东600米,,,,2000000,2011
莱芜市海昌环保化工有限公司,,山东省莱芜市钢城区艾山街道办事处陈家庄社区北,,,,1000000,2007
莱芜市特康化工科技有限公司,,莱城区石花园凤城文化市场,,,,500000,2012
山东省优阿化工有限公司,,山东省莱芜市钢城区艾山街道陶家岭工业园,,,,3331258,2016
莱芜市旺洪化工原料有限公司,,山东省莱芜市钢城区御龙湾20号楼1004室,,,,1000000,2017
莱芜市盛元化工有限公司,,钢城区颜庄镇保善村南岭,,,,500000,2013
莱芜市重友化工有限公司,,山东省莱芜市经济开发区赢牟西大街26号(莱茵佳园),,,,3000000,2015
莱芜市贾合化工有限公司,,山东省莱芜市莱城区鲁中东大街8号,,,,500000,2016
莱芜市诚信化工有限公司,,山东省莱芜市钢城区辛庄工业园,,,,2000000,2003
莱芜汇河化工有限公司,,莱芜市莱城区高庄街道办事处站里村,,,,500000,2013
莱芜市东富翔化工有限公司,,莱芜经济开发区张家洼街道办事处东王善村南,,,,500000,2012
莱芜市顺达化工有限公司,,莱芜经济开发区泰钢工业园曹西村,,,,500000,2002
莱芜市通顺化工有限公司,,钢城区里辛镇里辛村,,,,1000000,2012
山东远东国际生物化工股份有限公司,,兰陵县尚岩镇,,,,161600000,2006
山东阳煤恒通化工股份有限公司,,郯城县人民路327号,,,,823447532,1993
临沂鲁光化工集团有限公司,,临沂经济技术开发区柳州路100号,,,,80102000,2006
山东广星化工集团有限公司,,山东省临沂市河东区九曲街道办事处王家于埠村,,,,50000000,2001
山东同创精细化工股份有限公司,,沂水经济开发区鲁洲南路以南,,,,20200000,2011
山东驰丰化工有限公司,,费县探沂镇驻地,,,,50000000,2003
沂水祥腾化工有限公司,,沂水县工业园(沂水县经济开发区湖埠西村西南),,,,12000000,2005
山东天宝化工股份有限公司,,平邑县城蒙阳南路西327国道北,,,,179329000,1997
山东恒昌聚材化工科技股份有限公司,,临沂市罗庄区褚墩镇,,,,76800000,2011
山东协发化工有限公司,,莒南县经济开发区淮海路西段,,,,120000000,2011
山东凯尔化工有限公司,,山东省临沂经济技术开发区芝麻墩办事处金科财税大厦6楼A680室,,,,20000000,2015
临沂盛泉油脂化工有限公司,,山东临沂市罗庄区沈泉庄工业园,,,,,2003
山东臻典化工科技有限公司,,山东省临沂市兰山区鼎成工业园A22号楼101,,,,20000000,2015
山东省临沂市三丰化工有限公司,,山东省临沂市河东区北京东路167号,,,,101200000,1997
山东铭浩化工股份有限公司,,沂水县经济开发区庐山工业园,,,,280000000,2012
金正大生态工程集团股份有限公司,,临沭县兴大西街19号,,,,3157838096,1998
山东鲁洲集团沂水化工有限公司,,沂水县许家湖镇庐山工业区,,,,50000000,2001
山东远东国际化工有限公司,,苍山县尚岩镇,,,,,2006
施可丰化工股份有限公司,,临沂经济开发区北京路南首,,,,123245400,2001
山东省保利来化工科技有限公司,,兰山区小山前工业园,,,,30000000,2012
临沭县华盛化工有限公司,,临沭县蛟龙镇驻地,,,,30000000,2005
临沂鸿泰化工有限公司,,莒南县城淮海路西段南侧,,,,100000000,2009
临沂市泰尔化工科技有限公司,,临沂市兰山区义堂镇大葛庄工业园,,,,50000000,2006
山东钾能化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼B629室,,,,130000000,2015
临沂市德润化工股份有限公司,,山东省临沂市沂水县庐山工业园区光山路南、夏家楼东侧,,,,30000000,2014
莒南国泰化工有限公司,,莒南经济开发区淮海路西段南侧,,,,40000000,2010
山东日聚化工有限公司,,临沂经济技术开发区宏宸大厦,,,,50000000,2015
临沂市全新化工有限公司,,郯城县郯城街道西关二街,,,,40000000,2013
山东银光化工股份有限公司,,费县化工路1号,,,,40176300,1993
山东青上化工有限公司,,莒南县经济开发区淮海路西段,,,,,1993
山东银河机械化工有限公司,,山东省临沂市兰山区临沂工业园工业二路与大山路交汇处,,,,100000000,2004
山东亿泰化工科技有限公司,,沂水县庐山化工园区,,,,5000000,2013
山东华凯特化工技术装备有限公司,,山东省临沂市经济技术开发区联邦路与佛山路交汇处,,,,50000000,2014
山东福瑞达生物科技有限公司,,临沂市临沭县滨海西街789号,,,,77100000,2008
山东江华化工科技有限公司,,山东省临沂市郯城县郯城经济开发区开源路1号,,,,201700000,2017
山东正德化工有限公司,,沂水县城御龙湾小区6号楼5单元302室,,,,60000000,2012
临沂君联化工有限公司,,山东省临沂市兰山区义堂镇港上村,,,,50000000,2017
山东科特化工产品有限公司,,临沂临港经济开发区团林镇埃沟一村,,,,50000000,2011
郯城豫通化工科技有限公司,,山东省临沂市郯城县经济开发区工业园区,,,,151160000,2015
山东艾沃格林化工有限公司,,临沭县郑山办事处后东村,,,,18800000,2013
山东鑫万胜化工有限公司,,山东省临沂市临港经济开发区坪上镇坪上一村,,,,116000000,2017
兰陵汉鼎石油化工有限公司,,山东省临沂市兰陵县长城镇长屯村177号,,,,50000000,2016
临沂国力化工有限公司,,沂水经济开发区庐山项目区精细化工园区长山官庄村南,,,,40000000,2014
山东科洛夫化工股份有限公司,,山东省临沂市兰陵县兰陵经济开发区化工园区滨河路西侧中段,,,,60000000,2014
临沂兴蒙化工科技有限公司,,山东省临沂市蒙阴县孟良崮工业园,,,,50000000,2014
临沂恒安化工有限公司,,罗庄区付庄街道西南村,,,,30000000,2011
临沂鲁宇化工科技有限公司,,山东省临沂市经济开发区金科财税大厦6楼B692,,,,180000000,2016
山东海利莱化工科技有限公司,,铜井镇山旺庄村,,,,20000000,1998
临沂凯博石油化工有限公司,,临沂临港经济开发区壮岗镇大莲花汪村,,,,60000000,2013
临沂尚德精细化工有限公司,,山东省临沂市兰陵县经济开发区滨河路孤山湖桥西路北,,,,226000000,2015
临沂大洋石油化工有限公司,,山东省临沂市临沭县经济开发区225省道西侧,,,,30000000,1999
临沭县金浩化工用品有限公司,,临沭县城西开发区,,,,1100000,2010
临沂市佳莉精细化工有限公司,,山东省临沂市临港经济开发区坪上镇坪上一村,,,,60000000,2014
临沂市汇润化工有限公司,,山东省临沂市兰山区鲁南化工市场A区22号,,,,1000000,2015
临沂鲁明化工有限公司,,山东省临沂市罗庄区科技大道0005号1号楼2层,,,,38600000,2001
山东蓝海石油化工有限公司,,临沂临港经济开发区壮岗镇大莲花村,,,,62000000,2010
山东丰汇泽化工股份有限公司,,山东省临沂市沂水县院东头镇驻地,,,,30000000,2012
临沂福德化工股份有限公司,,沂水县经济开发区,,,,16110000,2009
临沂荣业鲁光化工有限公司,,罗庄区盛庄街道通达路257号,,,,20020000,2006
临沂长青化工有限公司,,临沂临港经济开发区团林镇黄海九路北坪南路西,,,,30500000,2013
山东银光化工集团有限公司,,费县费城镇化工路,,,,30380000,1997
山东贝迪化工有限公司,,山东省临沂市经济开发区沂河路6号1号楼101金科财税大厦6楼A603-7,,,,30180000,2018
山东阳煤恒通化工股份有限公司,,郯城县郯马公路北(甲醇厂区),,,,,2000
临沂郯子湖化工有限公司,,山东省临沂市郯城县经济开发区新源路18号,,,,30000000,2016
临沂恒昌聚人化工科技有限公司,,山东省临沂市罗庄区褚墩镇驻地,,,,30000000,2014
临沂金磺化工有限公司,,临沂市高新技术开发区罗西街道办事处满沟屯村,,,,6000000,1999
山东施丰化工有限公司,,费县费城镇建设路北侧,,,,10000000,2002
山东双麒化工有限公司,,兰山区义堂镇小葛庄村,,,,5000000,2004
山东科曼化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼N606室,,,,10000000,2016
山东琪珊化工有限公司,,山东省临沂市经济开发区芝麻墩街道金科财税大厦6楼A672-3,,,,30000000,2017
山东天宝化工有限公司,,县城蒙阳路南,,,,20900000,1997
山东嘉盛能源化工股份有限公司,,临沂经济开发区沂河东路181号名都国际1号楼504室,,,,30000000,2012
临沂远博化工有限公司,,临沂经济开发区梅家埠街道办事处王家埠,,,,20000000,2006
山东冠锦化工有限公司,,山东省临沂市经济开发区芝麻墩街道金科财税大厦6楼A619-1,,,,10000000,2017
临沂市河东区民裕化工有限公司,,山东省临沂市经济开发区沂河路6号1号楼101金科财税大厦6楼A621室,,,,20000000,2012
临沂市绿森化工有限公司,,山东省临沂市兰山区临西十一路水田路交汇北300米路西,,,,1000000,2011
临沂市鑫轮化工有限公司,,沂水经济开发区(许家湖镇前岜山村),,,,20000000,2008
山东凯浩化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼B632室,,,,20000000,2015
临沂市东聚化工有限公司,,山东省临沂市兰山区西城新贵1号楼721号,,,,10000000,2000
临沂格瑞化工科技有限公司,,山东沂水经济开发区庐山项目区庐山中路以西、振峰化工以南,,,,15000000,2014
临沂晟晏化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼S633室,,,,10000000,2015
山东维嘉化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼A607-9室,,,,20000000,2017
兰陵县东润化工建材有限公司,,山东省临沂市兰陵县矿坑镇娄山沟村西2000米处,,,,11000000,1998
山东天邦化工有限公司,,罗庄区西高都镇驻地,,,,5000000,2001
临沂市兰山区约瀚化工有限公司,,临沂市会展中心化工区A-22号,,,,100000,2010
山东仁利化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼B625室,,,,20000000,2016
平原信达化工股份有限公司,,平原县坊子乡北,,,,62000000,2009
阳煤平原化工有限公司,,平原县城立交东路15号,,,,560296500,1997
山东恒源石油化工股份有限公司,,山东省临邑县城恒源路111号,,,,150000000,1997
